	profile_id_x	other_profile_id_x	score
155	49.0	97.0	0.842017342593011
363	49.0	40.0	0.7893256300659951
396	49.0	47.0	0.780396852330132
767	49.0	53.0	0.7253500215704334
970	49.0	74.0	0.7059410841154117
1141	49.0	58.0	0.6910169307486489
1342	49.0	16.0	0.6761431128113279
1383	49.0	13.0	0.673364993074948
1544	49.0	64.0	0.6608747591419808
1632	49.0	14.0	0.6546572364665958
72	48.0	50.0	0.889739593089192
162	48.0	10.0	0.8402087602828942
286	48.0	31.0	0.8048561603840091
324	48.0	81.0	0.7966660486700041
427	48.0	91.0	0.7736336082587681
459	48.0	4.0	0.7677629457476994
636	48.0	12.0	0.740190023431591
638	48.0	74.0	0.7401425360022433
691	48.0	72.0	0.7349805219543488
808	48.0	62.0	0.7208216020210934
428	55.0	2.0	0.7731090815259926
861	55.0	4.0	0.7159293710561503
1068	55.0	58.0	0.6974435412408856
1105	55.0	27.0	0.6941440726250888
1267	55.0	73.0	0.6817138957092256
1494	55.0	68.0	0.6643536164229223
1504	55.0	61.0	0.6638736542135232
1517	55.0	50.0	0.6631823759712481
1625	55.0	41.0	0.6551057885939247
1668	55.0	88.0	0.652199524006434
79	54.0	27.0	0.887103878841849
268	54.0	44.0	0.807576461825163
343	54.0	89.0	0.7923593581518127
432	54.0	69.0	0.7725263790388319
579	54.0	28.0	0.7466774345107947
1219	54.0	74.0	0.6865615067650414
1232	54.0	9.0	0.685378046131709
1265	54.0	14.0	0.6819766613142403
1274	54.0	13.0	0.6813331229852496
1441	54.0	15.0	0.6691067588756764
2	53.0	45.0	0.9848130370948084
86	53.0	29.0	0.8831302041594624
169	53.0	63.0	0.8382241180596554
275	53.0	30.0	0.806733654747781
381	53.0	84.0	0.7823367717498356
406	53.0	43.0	0.7769285070037301
408	53.0	62.0	0.7768580485557232
550	53.0	25.0	0.7497491066488944
569	53.0	66.0	0.7475694874250146
766	53.0	49.0	0.7253500215704334
259	52.0	9.0	0.8094828473949354
480	52.0	56.0	0.7629232809880705
657	52.0	40.0	0.7382742429547736
687	52.0	97.0	0.7351315336630467
716	52.0	71.0	0.7315480405844486
783	52.0	51.0	0.7243180962978739
893	52.0	22.0	0.7125384212840952
1147	52.0	50.0	0.6905993014527059
1309	52.0	25.0	0.6792380010070936
1451	52.0	37.0	0.66819018300073
159	59.0	56.0	0.8404980973769581
516	59.0	27.0	0.756258121582839
629	59.0	93.0	0.7405652327707617
855	59.0	43.0	0.7162388263459356
1062	59.0	29.0	0.69764404323048
1200	59.0	2.0	0.6877795482122248
1203	59.0	65.0	0.6876221298329465
1276	59.0	77.0	0.681208504296662
1293	59.0	42.0	0.6799431112609976
1346	59.0	47.0	0.6759027574669243
597	58.0	56.0	0.7435115716421823
723	58.0	37.0	0.7310490552034649
828	58.0	1.0	0.7191766895966777
914	58.0	24.0	0.7105555130266071
960	58.0	5.0	0.7064582199310545
992	58.0	12.0	0.7041535670137113
997	58.0	53.0	0.7038448935596666
1069	58.0	55.0	0.6974435412408856
1078	58.0	85.0	0.6963995664325777
1140	58.0	49.0	0.6910169307486489
117	57.0	73.0	0.8623227274809465
148	57.0	98.0	0.8441837967066321
230	57.0	69.0	0.8185317372278442
266	57.0	19.0	0.8076453609688151
438	57.0	47.0	0.7704175489768089
785	57.0	66.0	0.7242234288729623
793	57.0	96.0	0.7238264784555691
917	57.0	17.0	0.7104943705345071
952	57.0	71.0	0.7074324400134411
1101	57.0	34.0	0.6944099275306641
75	56.0	29.0	0.8896084585674258
109	56.0	79.0	0.8689322408832852
138	56.0	26.0	0.8475490369985139
158	56.0	59.0	0.8404980973769581
442	56.0	75.0	0.7700854119111076
481	56.0	52.0	0.7629232809880705
486	56.0	76.0	0.7620828712665654
596	56.0	58.0	0.7435115716421823
618	56.0	96.0	0.7419180335552271
649	56.0	66.0	0.7392624961115604
168	63.0	53.0	0.8382241180596554
186	63.0	41.0	0.8311279858911034
197	63.0	92.0	0.8286904299834634
340	63.0	31.0	0.79316167157322
460	63.0	39.0	0.7673434271973626
495	63.0	6.0	0.7599377723242812
563	63.0	71.0	0.7483633921994753
664	63.0	69.0	0.7376675754606965
705	63.0	51.0	0.73327361227969
1088	63.0	73.0	0.6954615139398177
204	62.0	10.0	0.8272651018714186
213	62.0	97.0	0.8227080490229725
331	62.0	3.0	0.7959111939064172
366	62.0	60.0	0.7883892241590665
409	62.0	53.0	0.7768580485557232
710	62.0	16.0	0.7320760692218419
718	62.0	70.0	0.7313704015611895
809	62.0	48.0	0.7208216020210934
1113	62.0	82.0	0.692979177752734
1646	62.0	89.0	0.6538681062987566
254	61.0	64.0	0.8122233098013323
257	61.0	41.0	0.8118623229047839
264	61.0	14.0	0.8076945683438422
301	61.0	1.0	0.8029309147945355
446	61.0	93.0	0.769631646213541
588	61.0	39.0	0.7440918866972308
626	61.0	7.0	0.7408601308797761
862	61.0	81.0	0.7157295358491107
1006	61.0	16.0	0.7033768482805952
1058	61.0	20.0	0.6979116558893064
367	60.0	62.0	0.7883892241590665
402	60.0	0.0	0.7779716947179574
611	60.0	25.0	0.7422209882261341
837	60.0	28.0	0.7184866995703005
1220	60.0	14.0	0.6865236870461534
1305	60.0	98.0	0.6792979656766727
1592	60.0	71.0	0.6574853815422776
1830	60.0	29.0	0.640331268089099
1893	60.0	79.0	0.6366000507662726
2019	60.0	21.0	0.6292690289610275
42	68.0	26.0	0.9134077542314802
58	68.0	92.0	0.8979256922809091
98	68.0	40.0	0.8748921145456472
166	68.0	83.0	0.8393112549610259
216	68.0	73.0	0.8222719761072593
224	68.0	47.0	0.820925526322422
701	68.0	70.0	0.7335922541650294
913	68.0	7.0	0.7106569093542943
974	68.0	18.0	0.7058380296514117
998	68.0	43.0	0.7037617244819316
22	69.0	3.0	0.9326489573126613
77	69.0	32.0	0.8882329326824742
113	69.0	64.0	0.8681006241673055
137	69.0	70.0	0.8484984328632003
231	69.0	57.0	0.8185317372278442
318	69.0	92.0	0.7983620576472262
433	69.0	54.0	0.7725263790388319
478	69.0	4.0	0.7647422965664412
520	69.0	25.0	0.7557543900080846
612	69.0	23.0	0.7420261148110898
136	70.0	69.0	0.8484984328632003
250	70.0	2.0	0.8124569336643849
386	70.0	81.0	0.7813389148597052
388	70.0	73.0	0.7808583583601446
434	70.0	15.0	0.7723747614337136
643	70.0	51.0	0.7399108592001026
700	70.0	68.0	0.7335922541650294
719	70.0	62.0	0.7313704015611895
749	70.0	99.0	0.7276215561283371
1155	70.0	39.0	0.6903733416501211
91	71.0	22.0	0.8824883621041614
128	71.0	45.0	0.8547301059942641
385	71.0	34.0	0.7813713428025226
451	71.0	16.0	0.7691009782722101
457	71.0	20.0	0.7678756814096849
529	71.0	3.0	0.7542710672127366
562	71.0	63.0	0.7483633921994753
584	71.0	32.0	0.7451125211117617
717	71.0	52.0	0.7315480405844486
811	71.0	33.0	0.7207129001407523
101	64.0	74.0	0.8744427420241444
112	64.0	69.0	0.8681006241673055
143	64.0	23.0	0.846319351459912
240	64.0	22.0	0.8147251700398976
255	64.0	61.0	0.8122233098013323
285	64.0	30.0	0.804934162796566
294	64.0	29.0	0.8040261765352654
365	64.0	7.0	0.7884879359304959
728	64.0	98.0	0.7305791294779267
794	64.0	96.0	0.723070600760791
13	65.0	85.0	0.9561751633671504
468	65.0	19.0	0.7660973750691239
536	65.0	13.0	0.7522513749655212
733	65.0	23.0	0.7302495749810041
768	65.0	8.0	0.7252175278489593
849	65.0	9.0	0.7175595556340807
871	65.0	4.0	0.7143410908365606
1188	65.0	56.0	0.6889441255861173
1202	65.0	59.0	0.6876221298329465
1223	65.0	69.0	0.6865159664260583
195	66.0	77.0	0.8296309598126828
215	66.0	97.0	0.822350846942353
335	66.0	26.0	0.7951194356209589
440	66.0	73.0	0.7703569681727195
568	66.0	53.0	0.7475694874250146
648	66.0	56.0	0.7392624961115604
682	66.0	98.0	0.7357304010133815
784	66.0	57.0	0.7242234288729623
1431	66.0	84.0	0.6693421726066865
1686	66.0	32.0	0.6512986965354726
84	67.0	88.0	0.8848403919322703
95	67.0	78.0	0.8762280598953455
395	67.0	74.0	0.780425725087701
534	67.0	86.0	0.7532471818722382
538	67.0	38.0	0.7522251675114741
587	67.0	50.0	0.7443613218358683
775	67.0	29.0	0.725066693923957
876	67.0	51.0	0.713609514300543
966	67.0	64.0	0.7060279431618703
1021	67.0	30.0	0.701350772275563
10	76.0	12.0	0.9586708577660839
61	76.0	26.0	0.8963674000724906
234	76.0	45.0	0.8160916796224706
322	76.0	31.0	0.7975626723325264
398	76.0	46.0	0.7794587871170535
487	76.0	56.0	0.7620828712665654
660	76.0	9.0	0.7381555957060315
675	76.0	80.0	0.7363896598488053
680	76.0	21.0	0.7357691261201339
730	76.0	90.0	0.7303899949293864
121	77.0	80.0	0.8600080532028445
194	77.0	66.0	0.8296309598126828
312	77.0	73.0	0.7999498695866527
412	77.0	13.0	0.7760361937489728
500	77.0	3.0	0.7580216586470645
713	77.0	69.0	0.7317749852766672
763	77.0	81.0	0.7260318779304548
853	77.0	92.0	0.7166643922174732
865	77.0	29.0	0.7153395861409036
985	77.0	34.0	0.7047035022164927
94	78.0	67.0	0.8762280598953455
423	78.0	5.0	0.7737137904691405
743	78.0	72.0	0.7287416640854019
918	78.0	29.0	0.7104642922687039
926	78.0	73.0	0.7101387419926541
963	78.0	4.0	0.7064498597193771
1224	78.0	10.0	0.6863888896267892
1477	78.0	59.0	0.6659934743274317
1966	78.0	20.0	0.6326728423513042
2220	78.0	75.0	0.6167792395814181
108	79.0	56.0	0.8689322408832852
133	79.0	88.0	0.8524733103046592
184	79.0	93.0	0.8319600838409393
308	79.0	3.0	0.8015163490586407
376	79.0	2.0	0.7838813390677131
437	79.0	39.0	0.7721599332605377
560	79.0	44.0	0.748372705075673
573	79.0	38.0	0.7472146769812227
641	79.0	19.0	0.7399335095131512
756	79.0	21.0	0.726785570911757
93	72.0	80.0	0.8804190311774732
317	72.0	20.0	0.7986706325298755
349	72.0	97.0	0.7915663722832594
390	72.0	91.0	0.780846660271733
635	72.0	47.0	0.7402617155150784
690	72.0	48.0	0.7349805219543488
742	72.0	78.0	0.7287416640854019
747	72.0	99.0	0.7278418067051174
773	72.0	98.0	0.7250817751928726
845	72.0	56.0	0.717620958436638
70	73.0	8.0	0.890026010326287
115	73.0	11.0	0.8670154643465097
116	73.0	57.0	0.8623227274809465
217	73.0	68.0	0.8222719761072593
313	73.0	77.0	0.7999498695866527
389	73.0	70.0	0.7808583583601446
441	73.0	66.0	0.7703569681727195
515	73.0	86.0	0.7563250739020974
558	73.0	18.0	0.7484781394476809
609	73.0	33.0	0.7422853767149666
7	74.0	81.0	0.9619893631420957
51	74.0	28.0	0.907346581108236
100	74.0	64.0	0.8744427420241444
170	74.0	93.0	0.8379323339641807
176	74.0	32.0	0.8371972959169189
198	74.0	19.0	0.8286561208706444
244	74.0	86.0	0.8136730977483535
352	74.0	44.0	0.7904783412240902
354	74.0	27.0	0.7900568080697863
394	74.0	67.0	0.780425725087701
40	75.0	36.0	0.9155842118090055
65	75.0	4.0	0.8935166344489344
164	75.0	14.0	0.8399773450580329
443	75.0	56.0	0.7700854119111076
614	75.0	23.0	0.7419702753564207
816	75.0	9.0	0.7200742431835627
976	75.0	93.0	0.7058090856069685
1117	75.0	12.0	0.6927978500208621
1149	75.0	22.0	0.6905554731044803
1351	75.0	47.0	0.6758083438816407
12	85.0	65.0	0.9561751633671504
32	85.0	14.0	0.9236073762030211
105	85.0	99.0	0.871268988332997
547	85.0	74.0	0.751132631530276
590	85.0	96.0	0.7439795259651644
630	85.0	29.0	0.7405280974724454
663	85.0	3.0	0.7376895100619133
724	85.0	5.0	0.7307314907425121
905	85.0	32.0	0.7110398048793263
1079	85.0	58.0	0.6963995664325777
229	84.0	14.0	0.819408869334576
321	84.0	87.0	0.7978992855218908
380	84.0	53.0	0.7823367717498356
786	84.0	27.0	0.7242114395952148
833	84.0	41.0	0.7188763803402677
899	84.0	86.0	0.7122404395978663
906	84.0	83.0	0.7108126748796977
934	84.0	50.0	0.7095346973881124
949	84.0	21.0	0.7076125079177408
955	84.0	89.0	0.7073484427357858
280	87.0	21.0	0.8054766980819221
320	87.0	84.0	0.7978992855218908
455	87.0	42.0	0.7679142373643564
509	87.0	50.0	0.7568408058329009
847	87.0	56.0	0.7176166702270217
1077	87.0	81.0	0.6964369965316883
1111	87.0	24.0	0.6931765579093349
1212	87.0	31.0	0.6872048454183178
1356	87.0	61.0	0.6751624767054897
1358	87.0	53.0	0.6751167090137701
9	86.0	47.0	0.9605283001902858
34	86.0	50.0	0.9227620509433729
44	86.0	10.0	0.9133765573361862
203	86.0	42.0	0.8284862268632686
245	86.0	74.0	0.8136730977483535
297	86.0	30.0	0.8039392513356073
514	86.0	73.0	0.7563250739020974
535	86.0	67.0	0.7532471818722382
574	86.0	23.0	0.7470952583535854
646	86.0	1.0	0.7392778651324629
6	81.0	74.0	0.9619893631420957
150	81.0	31.0	0.8436614991164129
249	81.0	44.0	0.8131572346564937
325	81.0	48.0	0.7966660486700041
387	81.0	70.0	0.7813389148597052
571	81.0	41.0	0.7474483646378882
703	81.0	73.0	0.7335529244291802
752	81.0	6.0	0.7269186097365189
762	81.0	77.0	0.7260318779304548
770	81.0	23.0	0.7251133021478476
92	80.0	72.0	0.8804190311774732
120	80.0	77.0	0.8600080532028445
237	80.0	16.0	0.8152803531891337
420	80.0	5.0	0.7748741986915413
425	80.0	47.0	0.7736336679483214
449	80.0	93.0	0.7693683787633496
557	80.0	22.0	0.7485326138401623
674	80.0	76.0	0.7363896598488053
727	80.0	39.0	0.7305882009241521
754	80.0	1.0	0.7268210164390716
167	83.0	68.0	0.8393112549610259
346	83.0	18.0	0.7916436013057415
476	83.0	96.0	0.7648692494096663
545	83.0	88.0	0.7511870133247854
601	83.0	40.0	0.7433705715875565
789	83.0	98.0	0.7240381187512195
907	83.0	84.0	0.7108126748796977
1115	83.0	10.0	0.6928004019699417
1139	83.0	2.0	0.6910584478343345
1160	83.0	24.0	0.6902175853184918
83	82.0	47.0	0.8853096831660529
88	82.0	5.0	0.8830470320338498
466	82.0	30.0	0.7665776490251869
781	82.0	26.0	0.7245747002550085
821	82.0	80.0	0.7200067765662576
827	82.0	93.0	0.7195987713334228
987	82.0	3.0	0.7046789811328528
1004	82.0	84.0	0.7035293363989026
1066	82.0	23.0	0.6975742131731768
1112	82.0	62.0	0.692979177752734
20	93.0	98.0	0.9331069178725626
39	93.0	96.0	0.9186731894222987
111	93.0	33.0	0.8684506618764712
118	93.0	32.0	0.8606150565703603
171	93.0	74.0	0.8379323339641807
185	93.0	79.0	0.8319600838409393
329	93.0	2.0	0.7964043581623371
379	93.0	95.0	0.7827468358519899
447	93.0	61.0	0.769631646213541
448	93.0	80.0	0.7693683787633496
15	92.0	47.0	0.9553878545663725
59	92.0	68.0	0.8979256922809091
81	92.0	98.0	0.8863567341321058
181	92.0	91.0	0.8347291561923676
196	92.0	63.0	0.8286904299834634
208	92.0	41.0	0.825335786845659
319	92.0	69.0	0.7983620576472262
336	92.0	95.0	0.7938670855373556
852	92.0	77.0	0.7166643922174732
883	92.0	44.0	0.7129034383518023
19	95.0	23.0	0.9430621786631671
31	95.0	90.0	0.9239840329709069
262	95.0	26.0	0.8080005650298291
337	95.0	92.0	0.7938670855373556
339	95.0	13.0	0.7934130874275629
378	95.0	93.0	0.7827468358519899
417	95.0	88.0	0.7759334818477902
868	95.0	98.0	0.7145102711393434
921	95.0	16.0	0.710353476956233
923	95.0	53.0	0.7102916981634118
28	94.0	0.0	0.9242897948335989
126	94.0	5.0	0.8551360629294091
200	94.0	10.0	0.8284986692958832
333	94.0	18.0	0.7952714672458692
371	94.0	36.0	0.7859029421518593
554	94.0	1.0	0.7495449177540023
1042	94.0	73.0	0.6988968916282158
1129	94.0	89.0	0.6920076776941236
1178	94.0	22.0	0.6894050098841357
1197	94.0	57.0	0.6882625879476657
36	89.0	18.0	0.9209489405434633
57	89.0	88.0	0.9032730155787799
135	89.0	33.0	0.8513279095051537
152	89.0	9.0	0.8436270177073831
279	89.0	7.0	0.8055697387582739
315	89.0	4.0	0.7989606451946238
342	89.0	54.0	0.7923593581518127
411	89.0	30.0	0.776788715081332
533	89.0	93.0	0.7533936997207225
805	89.0	23.0	0.7210200360588839
56	88.0	89.0	0.9032730155787799
85	88.0	67.0	0.8848403919322703
132	88.0	79.0	0.8524733103046592
174	88.0	3.0	0.8374887903690593
310	88.0	42.0	0.8006945505036294
416	88.0	95.0	0.7759334818477902
505	88.0	93.0	0.7578509296775473
531	88.0	39.0	0.7534386647576623
544	88.0	83.0	0.7511870133247854
668	88.0	4.0	0.7370529891352245
0	91.0	28.0	0.9912944010951623
180	91.0	92.0	0.8347291561923676
221	91.0	32.0	0.8220739141752705
374	91.0	50.0	0.7852362605541444
391	91.0	72.0	0.780846660271733
426	91.0	48.0	0.7736336082587681
444	91.0	99.0	0.7697443089626859
616	91.0	4.0	0.7419498411100104
653	91.0	6.0	0.7387910814433191
835	91.0	30.0	0.7187539360105554
30	90.0	95.0	0.9239840329709069
66	90.0	40.0	0.8908239384560214
306	90.0	33.0	0.801891227123166
465	90.0	8.0	0.7666295155628333
731	90.0	76.0	0.7303899949293864
947	90.0	42.0	0.7076965322320423
1053	90.0	27.0	0.69819931235557
1119	90.0	14.0	0.692627373014641
1239	90.0	21.0	0.6846087580592298
1665	90.0	18.0	0.6524266399187085
21	98.0	93.0	0.9331069178725626
80	98.0	92.0	0.8863567341321058
149	98.0	57.0	0.8441837967066321
218	98.0	5.0	0.8222646614577812
511	98.0	51.0	0.7565623654708421
581	98.0	74.0	0.7466104287772924
620	98.0	50.0	0.7418106227805109
683	98.0	66.0	0.7357304010133815
695	98.0	6.0	0.7349401678245501
729	98.0	64.0	0.7305791294779267
49	99.0	20.0	0.9081407825832277
104	99.0	85.0	0.871268988332997
125	99.0	26.0	0.8566180297415225
211	99.0	16.0	0.8244972588707434
232	99.0	3.0	0.8170179002363467
288	99.0	25.0	0.8048316020650871
383	99.0	51.0	0.7820963255767593
445	99.0	91.0	0.7697443089626859
566	99.0	43.0	0.7475946629880227
650	99.0	97.0	0.7389679632644831
38	96.0	93.0	0.9186731894222987
107	96.0	43.0	0.8702808213576229
172	96.0	26.0	0.837860220013277
477	96.0	83.0	0.7648692494096663
518	96.0	10.0	0.7558600933578097
582	96.0	47.0	0.7459980071862696
591	96.0	85.0	0.7439795259651644
604	96.0	46.0	0.7427027972267644
619	96.0	56.0	0.7419180335552271
751	96.0	2.0	0.72751438366369
154	97.0	49.0	0.842017342593011
212	97.0	62.0	0.8227080490229725
214	97.0	66.0	0.822350846942353
348	97.0	72.0	0.7915663722832594
470	97.0	26.0	0.7655050456928547
548	97.0	2.0	0.7502912853858686
624	97.0	31.0	0.7414514593480764
651	97.0	99.0	0.7389679632644831
686	97.0	52.0	0.7351315336630467
735	97.0	13.0	0.729909142730465
